days,date,Jam,Deposit,Coin,Transaksi,Jumlah,Buy,Sell,Penarikan
Kamis,25,3,100.000,bnb,492,216,2.000.000,421,500.000
Kamis,26,9,500.000,mtc,495,267,1.555.345.355,137,2.000.000
Jumat,11,3,100.000,bnb,371,50,100.000,182,100.000
Rabu,1,2,100.000,mtc,247,646,1.555.345.355,320,100.000
Minggu,6,7,500.000,btc,431,633,2.000.000,117,500.000
Kamis,21,8,500.000,btc,379,325,1.555.345.355,408,500.000
Jumat,22,11,100.000,bnb,502,318,100.000,253,500.000
Kamis,10,4,100.000,btc,240,928,2.000.000,117,500.000
Jumat,3,3,100.000,bnb,570,8,2.000.000,203,2.000.000
Senin,3,4,50.000,mtc,572,974,100.000,137,500.000
Sabtu,20,5,500.000,btc,534,530,2.000.000,236,500.000
Minggu,15,4,500.000,btc,390,328,2.000.000,295,2.000.000
Sabtu,9,11,50.000,mtc,578,598,1.555.345.355,188,100.000
Jumat,24,5,500.000,btc,477,358,1.555.345.355,430,500.000
Senin,1,4,50.000,bnb,280,609,1.555.345.355,128,100.000
Sabtu,12,1,500.000,bnb,373,952,100.000,115,500.000
Selasa,3,0,100.000,btc,386,929,2.000.000,390,500.000
Kamis,6,10,100.000,bnb,473,877,100.000,488,100.000
Jumat,2,11,100.000,btc,243,460,1.555.345.355,133,100.000
Kamis,26,0,100.000,mtc,439,902,100.000,110,2.000.000
Minggu,5,0,500.000,btc,494,935,100.000,373,2.000.000
Senin,2,3,100.000,btc,594,1,100.000,398,2.000.000
Sabtu,4,0,100.000,btc,330,82,1.555.345.355,104,500.000
Senin,30,7,50.000,bnb,542,728,2.000.000,202,500.000
Selasa,2,9,50.000,mtc,475,380,100.000,403,500.000
Rabu,27,2,500.000,mtc,583,154,100.000,421,500.000
Rabu,3,0,500.000,bnb,326,861,100.000,454,2.000.000
Kamis,30,5,100.000,btc,381,938,100.000,291,2.000.000
Selasa,16,9,100.000,btc,547,729,2.000.000,187,2.000.000
Kamis,16,3,50.000,btc,578,888,100.000,457,2.000.000
Minggu,4,9,100.000,btc,503,776,1.555.345.355,142,2.000.000
Kamis,29,11,500.000,mtc,218,139,100.000,227,2.000.000
Sabtu,18,4,500.000,btc,419,610,2.000.000,116,2.000.000
Sabtu,3,10,50.000,bnb,316,429,1.555.345.355,475,100.000
Jumat,21,6,100.000,mtc,417,113,1.555.345.355,308,2.000.000
Rabu,19,11,100.000,btc,301,436,100.000,437,100.000
Sabtu,22,0,500.000,btc,529,209,100.000,445,100.000
Senin,26,2,100.000,bnb,223,583,100.000,177,100.000
Jumat,11,8,50.000,btc,337,587,1.555.345.355,385,100.000
Kamis,30,2,500.000,btc,480,383,100.000,149,100.000
Minggu,4,5,50.000,btc,544,644,100.000,492,500.000
Minggu,4,0,500.000,btc,310,424,2.000.000,167,500.000
Minggu,8,7,50.000,btc,494,327,100.000,433,2.000.000
Senin,28,1,500.000,bnb,565,117,2.000.000,375,2.000.000
Selasa,2,6,500.000,mtc,545,229,100.000,487,500.000
Rabu,1,7,50.000,bnb,250,604,100.000,438,500.000
Minggu,13,5,50.000,bnb,408,649,100.000,339,2.000.000
Minggu,14,0,100.000,bnb,544,308,100.000,144,500.000
Selasa,23,3,50.000,btc,523,371,100.000,439,500.000
Jumat,22,11,100.000,mtc,462,929,2.000.000,240,500.000
Jumat,6,3,50.000,bnb,371,31,1.555.345.355,319,2.000.000
Sabtu,16,4,50.000,bnb,478,433,2.000.000,312,2.000.000
Senin,1,10,100.000,bnb,462,563,2.000.000,423,2.000.000
Selasa,26,1,50.000,bnb,572,870,1.555.345.355,357,500.000
Rabu,6,8,100.000,btc,570,769,100.000,221,100.000
Senin,4,8,100.000,btc,426,688,1.555.345.355,273,100.000
Senin,21,6,100.000,btc,452,709,100.000,252,500.000
Minggu,3,8,100.000,bnb,309,529,1.555.345.355,436,100.000
Senin,8,8,50.000,btc,303,848,100.000,458,500.000
Sabtu,18,4,100.000,bnb,322,624,100.000,117,500.000
Sabtu,9,8,100.000,mtc,210,943,2.000.000,151,100.000
Selasa,30,7,50.000,bnb,307,32,2.000.000,126,100.000
Rabu,20,5,500.000,mtc,258,811,1.555.345.355,455,2.000.000
Rabu,29,1,50.000,bnb,272,412,100.000,189,2.000.000
Jumat,18,0,100.000,mtc,513,82,1.555.345.355,464,100.000
Jumat,15,9,50.000,mtc,287,253,100.000,317,100.000
Minggu,29,2,100.000,mtc,437,676,2.000.000,155,500.000
Minggu,16,5,50.000,btc,492,778,1.555.345.355,150,500.000
Senin,1,7,50.000,btc,409,754,1.555.345.355,429,100.000
Rabu,14,5,100.000,mtc,251,932,2.000.000,270,100.000
Selasa,16,1,50.000,mtc,387,185,100.000,292,2.000.000
Jumat,16,10,50.000,bnb,319,277,1.555.345.355,248,100.000
Minggu,11,4,50.000,mtc,214,25,100.000,290,500.000
Selasa,5,4,100.000,btc,543,918,100.000,332,2.000.000
Kamis,7,10,50.000,mtc,347,702,2.000.000,287,500.000
Selasa,25,4,500.000,mtc,492,591,2.000.000,439,2.000.000
Sabtu,10,6,500.000,mtc,502,278,1.555.345.355,423,500.000
Minggu,23,6,500.000,btc,463,400,2.000.000,320,500.000
Minggu,28,6,500.000,bnb,236,735,1.555.345.355,151,2.000.000
Minggu,22,6,50.000,mtc,392,203,2.000.000,492,2.000.000
Sabtu,15,9,500.000,bnb,356,538,1.555.345.355,348,2.000.000
Rabu,6,6,100.000,mtc,512,678,100.000,271,2.000.000
Minggu,11,10,500.000,btc,257,367,2.000.000,190,500.000
Sabtu,25,1,100.000,bnb,375,14,2.000.000,387,100.000
Rabu,14,8,50.000,mtc,590,509,100.000,106,100.000
Minggu,21,4,50.000,mtc,564,291,2.000.000,419,100.000
Minggu,21,11,500.000,btc,492,753,100.000,171,500.000
Kamis,19,10,50.000,bnb,521,442,1.555.345.355,395,100.000
Senin,17,8,500.000,btc,389,554,100.000,387,100.000
Jumat,30,6,500.000,mtc,591,924,2.000.000,110,500.000
Kamis,10,7,100.000,bnb,560,772,2.000.000,313,2.000.000
Senin,15,6,50.000,mtc,269,589,1.555.345.355,287,2.000.000
Jumat,6,2,100.000,mtc,231,588,2.000.000,341,100.000
Rabu,18,8,100.000,btc,280,851,100.000,218,2.000.000
Senin,16,0,50.000,bnb,431,392,1.555.345.355,321,100.000
Jumat,26,10,100.000,btc,289,812,2.000.000,472,100.000
Jumat,24,3,50.000,bnb,271,987,1.555.345.355,350,2.000.000
Rabu,2,11,500.000,mtc,205,839,100.000,463,500.000
Kamis,19,6,500.000,mtc,352,47,1.555.345.355,328,100.000
Sabtu,16,8,500.000,mtc,206,951,1.555.345.355,241,500.000
Kamis,29,8,50.000,mtc,531,602,1.555.345.355,399,500.000
Selasa,5,5,100.000,mtc,251,5,2.000.000,475,2.000.000
Selasa,27,11,100.000,btc,381,504,100.000,383,100.000
Jumat,14,1,100.000,bnb,413,633,2.000.000,217,100.000
Kamis,9,7,500.000,btc,374,786,100.000,304,2.000.000
Rabu,21,9,50.000,mtc,593,809,2.000.000,440,100.000
Senin,5,11,100.000,btc,413,182,100.000,485,500.000
Kamis,13,2,100.000,btc,520,525,2.000.000,498,500.000
Kamis,3,8,50.000,mtc,505,697,2.000.000,419,500.000
Minggu,2,7,100.000,bnb,377,607,100.000,288,2.000.000
Rabu,20,4,100.000,mtc,464,147,100.000,467,100.000
Sabtu,24,7,500.000,btc,270,744,2.000.000,449,2.000.000
Senin,1,3,500.000,mtc,220,907,100.000,387,100.000
Kamis,23,1,50.000,bnb,465,779,100.000,420,2.000.000
Kamis,1,6,50.000,bnb,497,797,100.000,256,2.000.000
Jumat,16,4,100.000,bnb,256,129,1.555.345.355,490,500.000
Jumat,25,8,100.000,mtc,431,876,2.000.000,172,500.000
Rabu,19,0,100.000,mtc,320,255,2.000.000,317,100.000
Selasa,23,6,50.000,mtc,530,132,100.000,284,2.000.000
Kamis,6,7,50.000,bnb,395,287,1.555.345.355,353,500.000
Jumat,17,9,100.000,bnb,526,391,1.555.345.355,194,2.000.000
Jumat,4,11,100.000,bnb,295,154,2.000.000,122,100.000
Kamis,19,3,50.000,bnb,379,269,1.555.345.355,231,500.000
Sabtu,30,4,500.000,btc,420,450,1.555.345.355,443,500.000
Senin,2,8,500.000,btc,346,969,2.000.000,323,500.000
Senin,24,8,50.000,btc,239,835,2.000.000,327,500.000
Rabu,6,1,100.000,mtc,471,324,2.000.000,329,100.000
Minggu,6,5,100.000,mtc,554,637,1.555.345.355,388,100.000
Minggu,29,8,100.000,bnb,363,382,100.000,127,100.000
Sabtu,11,0,500.000,mtc,429,536,2.000.000,368,100.000
Senin,16,8,50.000,bnb,238,930,100.000,114,500.000
Minggu,1,1,50.000,btc,218,707,100.000,345,100.000
Kamis,11,3,100.000,btc,308,87,100.000,380,100.000
Minggu,7,0,50.000,btc,504,66,1.555.345.355,403,500.000
Jumat,21,4,100.000,bnb,347,427,2.000.000,147,2.000.000
Minggu,27,10,100.000,btc,220,646,2.000.000,244,2.000.000
Minggu,29,9,100.000,bnb,531,419,100.000,233,2.000.000
Sabtu,6,6,500.000,bnb,208,915,2.000.000,159,2.000.000
Jumat,18,3,500.000,btc,531,300,2.000.000,153,500.000
Senin,29,5,50.000,mtc,533,71,100.000,142,500.000
Selasa,3,2,50.000,btc,590,829,100.000,383,100.000
Selasa,6,7,100.000,bnb,414,640,100.000,412,100.000
Minggu,2,4,500.000,btc,253,92,100.000,323,100.000
Sabtu,18,8,100.000,mtc,288,159,100.000,195,500.000
Selasa,26,7,50.000,btc,207,540,1.555.345.355,163,500.000
Rabu,16,1,100.000,btc,504,5,2.000.000,264,500.000
Rabu,16,4,100.000,mtc,227,607,1.555.345.355,492,100.000
Sabtu,6,8,100.000,btc,210,1,2.000.000,456,500.000
Minggu,7,1,100.000,btc,511,495,100.000,318,2.000.000
Sabtu,9,3,500.000,bnb,518,544,100.000,129,100.000
Selasa,13,0,500.000,bnb,277,177,2.000.000,496,100.000
Jumat,11,11,500.000,bnb,329,711,2.000.000,110,100.000
Sabtu,4,11,100.000,bnb,502,386,100.000,233,2.000.000
Senin,24,7,500.000,btc,561,625,2.000.000,388,2.000.000
Sabtu,16,8,100.000,bnb,333,631,1.555.345.355,378,2.000.000
Jumat,22,8,500.000,bnb,512,628,1.555.345.355,342,2.000.000
Kamis,6,9,100.000,btc,253,789,1.555.345.355,188,2.000.000
Kamis,26,3,500.000,btc,530,651,2.000.000,496,500.000
Selasa,3,9,50.000,btc,580,329,100.000,230,2.000.000
Rabu,11,10,500.000,btc,402,474,100.000,104,100.000
Sabtu,21,5,500.000,bnb,376,973,1.555.345.355,146,100.000
Jumat,8,11,50.000,mtc,338,536,2.000.000,332,100.000
Rabu,8,9,100.000,mtc,250,782,2.000.000,284,500.000
Senin,6,11,500.000,bnb,561,793,1.555.345.355,453,100.000
Senin,7,5,50.000,btc,372,875,1.555.345.355,424,500.000
Sabtu,18,11,100.000,mtc,289,253,1.555.345.355,194,100.000
Selasa,3,4,100.000,btc,458,171,2.000.000,262,100.000
Sabtu,15,0,50.000,btc,402,314,2.000.000,193,500.000
Sabtu,27,4,50.000,mtc,365,532,100.000,351,100.000
Sabtu,25,10,100.000,mtc,287,151,1.555.345.355,150,500.000
Rabu,16,9,50.000,mtc,449,851,2.000.000,257,100.000
Minggu,24,10,500.000,btc,392,15,2.000.000,147,2.000.000
Senin,6,2,50.000,btc,526,723,2.000.000,335,100.000
Rabu,27,8,50.000,bnb,562,928,1.555.345.355,429,2.000.000
Selasa,28,5,50.000,bnb,558,841,100.000,115,500.000
Sabtu,14,5,500.000,btc,382,718,2.000.000,316,100.000
Jumat,11,6,500.000,btc,581,616,2.000.000,106,100.000
Minggu,13,11,50.000,btc,203,132,2.000.000,275,2.000.000
Jumat,5,6,100.000,bnb,282,752,1.555.345.355,468,500.000
Minggu,5,0,500.000,mtc,278,554,2.000.000,308,500.000
Sabtu,4,8,100.000,bnb,522,26,100.000,473,500.000
Jumat,18,4,500.000,mtc,550,499,100.000,461,2.000.000
Minggu,13,9,50.000,mtc,342,262,1.555.345.355,252,100.000
Senin,16,7,50.000,bnb,280,583,100.000,364,2.000.000
Kamis,1,9,500.000,btc,201,145,100.000,200,500.000
Jumat,11,11,100.000,bnb,400,960,1.555.345.355,285,2.000.000
Senin,15,1,50.000,mtc,466,889,1.555.345.355,458,100.000
Selasa,28,4,100.000,btc,365,541,100.000,215,500.000
Minggu,7,8,500.000,mtc,400,350,2.000.000,134,500.000
Jumat,27,7,100.000,btc,576,733,2.000.000,342,500.000
Selasa,8,2,50.000,bnb,314,206,100.000,125,2.000.000
Selasa,20,10,500.000,btc,403,80,2.000.000,123,2.000.000
Jumat,5,11,50.000,mtc,590,81,100.000,250,500.000
Selasa,15,1,100.000,btc,236,149,1.555.345.355,369,500.000
Jumat,3,9,50.000,bnb,344,512,1.555.345.355,485,500.000
Jumat,26,9,50.000,bnb,510,202,100.000,336,2.000.000
Sabtu,18,0,500.000,mtc,265,882,1.555.345.355,305,2.000.000
Rabu,29,6,500.000,mtc,295,584,2.000.000,400,500.000
Rabu,4,7,500.000,btc,248,938,100.000,425,100.000
Rabu,11,1,50.000,btc,242,722,100.000,359,100.000
Jumat,14,2,100.000,mtc,271,407,1.555.345.355,452,500.000
Sabtu,20,5,50.000,btc,215,331,2.000.000,439,500.000
Kamis,21,5,500.000,bnb,535,229,2.000.000,417,500.000
Rabu,5,7,50.000,mtc,396,414,2.000.000,194,100.000
Rabu,28,5,100.000,mtc,212,2,1.555.345.355,405,2.000.000
Kamis,18,11,100.000,bnb,343,960,2.000.000,329,100.000
Senin,5,6,50.000,bnb,304,518,100.000,247,2.000.000
Selasa,3,3,100.000,mtc,211,257,100.000,188,2.000.000
Sabtu,28,2,500.000,mtc,580,873,1.555.345.355,274,100.000
Senin,30,9,100.000,mtc,423,301,2.000.000,238,500.000
Senin,13,6,500.000,mtc,254,553,100.000,173,500.000
Senin,19,2,100.000,mtc,395,651,2.000.000,366,500.000
Kamis,23,5,50.000,bnb,511,636,100.000,492,500.000
Sabtu,26,8,100.000,btc,433,485,1.555.345.355,157,100.000
Minggu,25,6,50.000,btc,247,670,1.555.345.355,124,2.000.000
Kamis,8,11,500.000,btc,438,107,2.000.000,257,500.000
Selasa,9,1,100.000,btc,346,831,100.000,414,2.000.000
Kamis,28,2,50.000,mtc,544,55,1.555.345.355,380,500.000
Minggu,25,7,500.000,mtc,447,826,1.555.345.355,467,500.000
Rabu,11,3,100.000,bnb,452,247,2.000.000,279,2.000.000
Minggu,5,5,500.000,bnb,538,251,1.555.345.355,411,100.000
Rabu,30,5,50.000,btc,316,839,100.000,327,500.000
Kamis,4,2,50.000,btc,557,388,1.555.345.355,470,2.000.000
Jumat,14,6,500.000,btc,424,906,100.000,400,500.000
Senin,29,1,50.000,btc,244,847,100.000,290,2.000.000
Jumat,1,11,50.000,mtc,271,886,100.000,371,2.000.000
Kamis,9,11,500.000,btc,306,98,100.000,256,2.000.000
Selasa,14,11,100.000,bnb,515,977,2.000.000,128,500.000
Senin,26,11,100.000,mtc,352,111,2.000.000,114,2.000.000
Senin,23,4,500.000,mtc,318,43,2.000.000,157,500.000
Rabu,22,10,50.000,bnb,561,789,2.000.000,374,2.000.000
Jumat,28,5,100.000,btc,464,639,100.000,347,500.000
Jumat,23,0,100.000,mtc,241,848,100.000,277,100.000
Kamis,14,10,100.000,mtc,314,820,1.555.345.355,147,500.000
Jumat,12,7,500.000,bnb,456,149,1.555.345.355,422,2.000.000
Selasa,12,5,50.000,bnb,478,261,1.555.345.355,428,2.000.000
Rabu,13,5,100.000,bnb,270,743,100.000,252,100.000
Jumat,11,0,500.000,btc,252,26,1.555.345.355,335,2.000.000
Jumat,30,10,500.000,mtc,331,563,1.555.345.355,429,2.000.000
Senin,3,3,500.000,bnb,439,407,100.000,297,100.000
Rabu,5,8,500.000,bnb,424,320,1.555.345.355,495,2.000.000
Sabtu,6,9,100.000,btc,349,461,100.000,107,2.000.000
Minggu,21,2,500.000,btc,247,703,1.555.345.355,107,100.000
Senin,13,3,500.000,bnb,334,319,100.000,193,100.000
Jumat,7,8,500.000,btc,268,803,2.000.000,449,500.000
Jumat,20,3,500.000,mtc,358,589,2.000.000,476,100.000
Jumat,8,9,500.000,mtc,442,878,1.555.345.355,158,500.000
Jumat,22,10,500.000,mtc,382,783,1.555.345.355,318,2.000.000
Rabu,30,9,50.000,mtc,355,284,2.000.000,284,500.000
Minggu,10,6,500.000,btc,395,458,2.000.000,382,500.000
Minggu,14,3,100.000,bnb,282,862,100.000,209,500.000
Kamis,15,0,50.000,mtc,475,431,1.555.345.355,385,100.000
Rabu,5,11,100.000,bnb,467,510,100.000,359,500.000
Selasa,1,1,100.000,btc,268,545,2.000.000,118,500.000
Kamis,21,5,50.000,mtc,516,536,100.000,155,100.000
Kamis,22,11,100.000,mtc,495,64,1.555.345.355,223,100.000
Sabtu,18,8,100.000,mtc,351,630,1.555.345.355,131,100.000
Jumat,11,7,100.000,mtc,224,331,100.000,183,500.000
Jumat,16,6,50.000,mtc,222,808,100.000,299,100.000
Jumat,27,2,100.000,bnb,421,983,2.000.000,435,2.000.000
Selasa,8,4,100.000,btc,361,506,100.000,384,2.000.000
Kamis,3,5,500.000,mtc,361,855,2.000.000,252,2.000.000
Selasa,28,5,50.000,bnb,502,193,100.000,184,500.000
Sabtu,22,7,100.000,mtc,568,461,2.000.000,181,500.000
Jumat,18,2,500.000,bnb,461,150,100.000,399,100.000
Senin,29,0,100.000,mtc,330,930,2.000.000,484,100.000
Kamis,27,10,100.000,btc,560,807,2.000.000,200,2.000.000
Rabu,21,7,100.000,mtc,210,926,1.555.345.355,354,2.000.000
Kamis,29,11,500.000,bnb,407,150,1.555.345.355,436,500.000
Minggu,19,8,500.000,btc,520,313,2.000.000,221,500.000
Sabtu,14,3,100.000,bnb,275,620,1.555.345.355,380,2.000.000
Minggu,23,0,500.000,bnb,213,459,2.000.000,278,2.000.000
Selasa,25,2,500.000,bnb,469,597,100.000,396,2.000.000
Minggu,10,11,100.000,mtc,283,625,2.000.000,211,500.000
Senin,25,0,50.000,btc,538,701,1.555.345.355,482,500.000
Selasa,1,10,50.000,btc,371,521,1.555.345.355,432,100.000
Rabu,18,7,50.000,btc,535,653,2.000.000,235,500.000
Senin,18,0,100.000,bnb,566,415,100.000,109,500.000
Sabtu,27,1,100.000,mtc,476,902,100.000,115,500.000
Jumat,23,7,500.000,btc,581,576,2.000.000,147,100.000
Senin,9,9,100.000,bnb,254,657,100.000,175,500.000
Selasa,5,6,100.000,mtc,524,409,1.555.345.355,398,500.000
Selasa,15,3,50.000,mtc,277,187,100.000,168,500.000
Senin,24,3,100.000,bnb,388,859,1.555.345.355,121,2.000.000
Rabu,16,10,500.000,btc,202,907,2.000.000,297,2.000.000
Kamis,27,11,50.000,btc,385,85,2.000.000,486,2.000.000
Senin,16,10,100.000,bnb,597,894,1.555.345.355,120,500.000
Rabu,21,0,100.000,bnb,551,220,2.000.000,350,2.000.000
Kamis,23,6,100.000,mtc,326,56,100.000,220,100.000
Senin,29,1,500.000,mtc,201,437,2.000.000,394,100.000
Kamis,5,9,100.000,bnb,445,391,2.000.000,359,100.000
Minggu,16,5,50.000,btc,447,883,1.555.345.355,202,2.000.000
Sabtu,22,11,100.000,mtc,393,65,100.000,485,500.000
Minggu,22,9,50.000,bnb,360,472,100.000,244,500.000
Kamis,13,7,500.000,btc,396,268,100.000,376,500.000
Selasa,24,5,50.000,btc,245,41,100.000,334,2.000.000
Sabtu,29,6,50.000,btc,463,140,100.000,374,100.000
Kamis,25,1,100.000,mtc,327,938,100.000,465,100.000
Senin,13,3,50.000,bnb,474,382,100.000,373,100.000
Jumat,2,10,100.000,btc,311,969,1.555.345.355,265,500.000
Kamis,13,4,500.000,bnb,357,795,2.000.000,447,2.000.000
Minggu,13,11,100.000,mtc,284,90,100.000,309,100.000
Sabtu,1,3,50.000,bnb,547,76,100.000,487,2.000.000
Rabu,22,11,50.000,bnb,382,156,2.000.000,465,500.000
Kamis,24,5,500.000,btc,407,557,100.000,408,100.000
Sabtu,21,4,50.000,btc,437,652,1.555.345.355,149,2.000.000
Kamis,28,4,50.000,mtc,208,366,2.000.000,340,100.000
Jumat,10,10,100.000,btc,451,45,1.555.345.355,292,500.000
Senin,5,3,50.000,mtc,347,316,100.000,254,2.000.000
Sabtu,30,8,50.000,mtc,591,987,1.555.345.355,485,100.000
Minggu,22,5,100.000,mtc,250,501,100.000,227,500.000
Jumat,6,4,50.000,bnb,423,31,100.000,477,2.000.000
Senin,8,6,50.000,btc,221,502,100.000,349,500.000
Sabtu,30,11,50.000,btc,383,355,2.000.000,201,2.000.000
Senin,3,3,500.000,btc,384,809,100.000,338,2.000.000
Selasa,23,0,50.000,btc,362,486,100.000,218,100.000
Senin,6,8,100.000,bnb,359,356,1.555.345.355,420,100.000
Senin,17,6,50.000,bnb,264,416,2.000.000,377,500.000
Minggu,26,10,500.000,btc,446,504,2.000.000,198,100.000
Selasa,23,2,500.000,mtc,334,944,2.000.000,408,100.000
Selasa,2,5,50.000,btc,257,354,1.555.345.355,460,500.000
Jumat,7,5,50.000,mtc,238,93,100.000,493,500.000
Minggu,19,2,50.000,btc,443,731,100.000,364,2.000.000
Sabtu,29,9,50.000,btc,283,66,2.000.000,194,2.000.000
Jumat,6,11,500.000,btc,395,465,2.000.000,394,100.000
Sabtu,27,8,500.000,btc,342,319,100.000,143,100.000
Minggu,26,11,50.000,mtc,531,269,2.000.000,262,500.000
Rabu,6,8,500.000,btc,278,639,1.555.345.355,449,2.000.000
Rabu,16,9,100.000,btc,257,566,2.000.000,497,2.000.000
Kamis,27,1,100.000,bnb,376,949,2.000.000,494,100.000
Rabu,6,7,50.000,mtc,380,232,1.555.345.355,283,500.000
Rabu,20,3,100.000,mtc,245,618,2.000.000,181,100.000
Kamis,17,4,500.000,bnb,590,191,100.000,216,2.000.000
Rabu,2,2,50.000,bnb,370,514,1.555.345.355,295,100.000
Minggu,2,7,500.000,mtc,241,736,100.000,289,500.000
Senin,6,8,100.000,bnb,417,549,1.555.345.355,313,500.000
Rabu,23,10,100.000,mtc,259,159,2.000.000,268,2.000.000
Senin,12,0,500.000,btc,475,978,1.555.345.355,262,100.000
Jumat,3,6,100.000,mtc,524,6,1.555.345.355,117,500.000
Selasa,7,9,500.000,btc,595,831,100.000,496,2.000.000
Jumat,20,3,500.000,btc,256,229,1.555.345.355,368,100.000
Selasa,8,10,500.000,btc,345,118,100.000,496,500.000
Jumat,20,9,50.000,mtc,444,732,2.000.000,451,100.000
Kamis,23,3,100.000,btc,388,3,100.000,205,100.000
Jumat,13,7,500.000,bnb,581,583,1.555.345.355,303,100.000
Kamis,13,3,50.000,bnb,599,503,2.000.000,424,2.000.000
Jumat,23,7,100.000,btc,380,217,1.555.345.355,233,100.000
Jumat,1,5,100.000,bnb,512,837,2.000.000,381,2.000.000
Jumat,16,3,500.000,mtc,528,671,1.555.345.355,228,100.000
Sabtu,9,4,100.000,mtc,414,849,2.000.000,298,500.000
Selasa,23,1,500.000,btc,288,717,100.000,372,2.000.000
Selasa,18,9,100.000,mtc,475,990,2.000.000,187,2.000.000
Senin,24,8,100.000,btc,219,514,1.555.345.355,207,500.000
Rabu,17,8,100.000,mtc,514,869,2.000.000,373,500.000
Kamis,28,9,50.000,bnb,455,977,2.000.000,129,100.000
Kamis,9,5,500.000,btc,369,330,2.000.000,141,2.000.000
Kamis,21,7,100.000,bnb,430,566,1.555.345.355,282,500.000
Senin,16,3,50.000,bnb,440,551,1.555.345.355,492,100.000
Jumat,30,6,50.000,bnb,592,70,100.000,138,500.000
Kamis,20,5,50.000,btc,458,809,100.000,435,500.000
Senin,7,6,100.000,mtc,402,769,1.555.345.355,314,500.000
Jumat,16,7,100.000,btc,368,360,2.000.000,135,100.000
Jumat,26,11,100.000,bnb,475,948,1.555.345.355,311,500.000
Jumat,22,4,500.000,btc,479,429,1.555.345.355,363,2.000.000
Rabu,26,3,50.000,bnb,570,920,2.000.000,236,500.000
Senin,2,5,50.000,btc,416,837,100.000,274,100.000
Minggu,9,5,100.000,btc,490,839,100.000,151,100.000
Minggu,20,6,100.000,bnb,387,398,2.000.000,108,100.000
Senin,24,1,500.000,mtc,580,93,1.555.345.355,266,100.000
Rabu,3,2,50.000,bnb,366,829,100.000,421,2.000.000
Sabtu,18,5,100.000,btc,374,785,100.000,251,500.000
Sabtu,30,3,500.000,bnb,201,71,100.000,367,2.000.000
Selasa,26,9,100.000,btc,548,505,2.000.000,228,500.000
Minggu,11,0,500.000,btc,477,610,1.555.345.355,242,100.000
Jumat,14,9,100.000,mtc,452,645,100.000,271,2.000.000
Sabtu,7,4,500.000,bnb,415,265,100.000,331,500.000
Kamis,20,11,500.000,bnb,476,423,2.000.000,164,2.000.000
Minggu,17,10,500.000,bnb,237,987,100.000,362,500.000
Senin,11,4,500.000,bnb,334,531,2.000.000,122,100.000
Minggu,15,1,100.000,mtc,319,436,1.555.345.355,321,500.000
Kamis,15,6,100.000,bnb,294,489,2.000.000,124,2.000.000
Sabtu,10,0,100.000,btc,445,654,1.555.345.355,258,500.000
Selasa,20,11,50.000,bnb,542,35,100.000,188,100.000
Selasa,4,7,500.000,bnb,204,890,100.000,114,2.000.000
Minggu,25,5,50.000,bnb,225,933,1.555.345.355,224,100.000
Minggu,4,1,50.000,btc,469,57,1.555.345.355,300,2.000.000
Kamis,11,6,50.000,bnb,583,909,2.000.000,206,500.000
Senin,30,7,100.000,bnb,556,902,2.000.000,131,100.000
Senin,11,0,500.000,mtc,503,61,1.555.345.355,358,500.000
Minggu,27,9,500.000,btc,388,548,100.000,336,100.000
Kamis,16,9,500.000,mtc,384,580,1.555.345.355,115,500.000
Rabu,23,7,100.000,btc,254,874,1.555.345.355,182,2.000.000
Rabu,29,11,50.000,btc,511,619,100.000,270,500.000
Jumat,1,1,100.000,mtc,395,327,1.555.345.355,343,100.000
Minggu,20,9,50.000,btc,369,910,1.555.345.355,313,100.000
Sabtu,14,10,500.000,bnb,308,100,100.000,133,2.000.000
Kamis,27,6,500.000,mtc,379,250,2.000.000,119,100.000
Senin,7,1,500.000,mtc,333,932,1.555.345.355,196,2.000.000
Rabu,12,3,100.000,btc,576,90,100.000,428,100.000
Kamis,19,0,50.000,btc,471,234,2.000.000,153,100.000
Kamis,21,3,50.000,mtc,458,724,2.000.000,304,500.000
Senin,13,9,50.000,mtc,350,433,100.000,197,2.000.000
Jumat,2,5,500.000,btc,555,50,1.555.345.355,220,500.000
Senin,9,10,100.000,btc,298,99,1.555.345.355,496,500.000
Jumat,27,3,500.000,mtc,204,136,1.555.345.355,445,100.000
Sabtu,28,0,50.000,mtc,457,861,100.000,353,2.000.000
Minggu,17,0,500.000,bnb,446,854,1.555.345.355,403,100.000
Senin,25,5,100.000,mtc,309,771,100.000,183,100.000
Minggu,6,6,500.000,btc,312,384,2.000.000,393,100.000
Rabu,9,0,50.000,bnb,418,244,2.000.000,223,500.000
Selasa,22,6,100.000,btc,567,46,1.555.345.355,261,2.000.000
Rabu,13,2,50.000,mtc,578,817,2.000.000,226,2.000.000
Senin,20,6,500.000,bnb,243,879,1.555.345.355,307,2.000.000
Selasa,2,7,50.000,bnb,410,778,2.000.000,326,500.000
Sabtu,4,6,100.000,bnb,499,764,1.555.345.355,208,100.000
Jumat,14,11,100.000,bnb,279,607,2.000.000,402,2.000.000
Selasa,11,8,500.000,mtc,464,328,1.555.345.355,337,2.000.000
Selasa,20,4,500.000,btc,473,697,100.000,214,100.000
Senin,23,7,500.000,btc,387,970,100.000,252,100.000
